idTweet;text;rotulado;categoriaRotulo;Latitude;Longitude
2.79725096e+17;Guarda roupa vazio, me roubaram 😭😩 kkkkkkkkkkkkkk @ minha casa http://t.co/3o1fidry;True;Sem relação;-23.55355258;-46.60349687
2.785896476e+17;O que tenho a declarar sobre o dia de hoje: me bateram, me jogaram água, me esculacharam, me maltrataram e roubaram meu fone!;True;Sem relação;-23.50298474;-46.73474248
2.358737354e+17;Odioo meu pai acabou de me liga e falo q roubaram meu mini ,mano que odio namoral;True;Sem relação;-23.5672598;-46.7489729
2.307214084e+17;“que agosto me traga todos os sorrisos que esses sete meses todos me roubaram”;True;Sem relação;-23.5512499;-46.6463812
1.65244008e+17;Se fui rico me roubaram, meu esporte predileto é o mesmo do romario.;True;Sem relação;-23.59489;-46.55651
1.607321548e+17;“@jornaloglobo: turista argentino é assaltado na frente do copacabana palace. http://t.co/tljphaql” roubaram o ego dele! tudun pá;True;Sem relação;-23.59263228;-46.65008248
1.567360488e+17;@paulinho_diz nem me fale, roubaram meu rg a ultima vez... chega a ser ridiculo isso;True;Sem relação;-23.56659585;-46.64902685
1.017051714e+17;Damitt, me roubaram um #mayor no #foursquare ahahah;True;Sem relação;-23.59602332;-46.68403881
7.723943206e+16;Eu escrevo e me roubam o texto. meu roubaram meus sentimentos ))))):;True;Sem relação;-23.67013651;-46.71832102
5.590068128e+17;Só de lembrar que ontem de madrugada me assaltaram os únicos 10 reais que eu tinha da vontade de morrer;True;Assalto;-23.59542176;-46.53903381
4.940955303e+17;@_eaerivera me assaltaram perto de casa. pediram o celular, mas consegui escondê-lo na blusa. só perdi dinheiro e uma correntinha.;True;Assalto;-23.5495193;-46.6155713
2.598249666e+17;@laysepacheco_ me assaltaram aqui na porta da minha vó amoreco :( levaram o carro e tudo;True;Assalto;-23.5031055;-46.7044967
1.97129039e+17;Nossa, me assaltaram no fifa agora! 2 expulsos e um penalti inexistente kkkk;True;Sem relação;-23.59655415;-46.56360135
5.729778867e+17;Roubaram meu celular ontemmlk;True;Roubo;-23.5015109;-46.5017442
5.653251084e+17;@rhayany__ mano roubaram no final do ano passado kkk qnd eu troquei de celular! criatura roubou o meu fone mas nao meu celular 😒;True;Sem relação;-23.49100931;-46.67268213
5.613022598e+17;Nem sei se vou levar meu celular pra escola... depois que roubaram o outro tenho medo de arriscar. 💔👎;True;Sem relação;-23.59661172;-46.50743414
5.441962203e+17;@violetta_bra @jorgeblancoamr eu to sem, roubaram meu celular): a mari tem;True;Roubo;-23.50189734;-46.72499997
5.375608714e+17;@dopeddd roubaram meu celular ontem e tô em pânico ainda, aí fico nervosa e acontece isso;True;Roubo;-23.4710475;-46.6383098
5.318762455e+17;@isakaineng nem tinha visto isso,foi qdo roubaram meu celular?;True;Sem relação;-23.6095029;-46.69667731
5.268440544e+17;Sei disso, no ano passado roubaram meu celular quando eu estava exatamente entrando no trem.;True;Sem relação;-23.5432;-46.61728
5.180358422e+17;Dahora que roubaram meu celular e eu não sei a senha de nenhuma rede social minha.;True;Roubo;-23.52277357;-46.52391947
5.149498163e+17;Roubaram meu irmão hoje, tadinho. mas deu sorte q já ganhou outro celular;True;Roubo;-23.6889852;-46.7711135
5.101688276e+17;Esse cabo que eu tenho tá um cu, depois que roubaram o meu, eu não tenho paz pra carregar esse celular 😡😡😡😡;True;Sem relação;-23.6659385;-46.66099531
5.091672953e+17;@_pietraz ja roubaram meu celular, fui fazer b.o sabe o que fizeram? nadinha, fizeram descaso de mim, como fazem com mt gente, rs.;True;Roubo;-23.6751281;-46.6372822
5.015480531e+17;@_mayaramoraiss já roubaram um celular meu um tempo atrás na rua kkkkkk já voltei de madrugada praticamente mexendo no cel kk;True;Sem relação;-23.6885738;-46.7687606
4.807681062e+17;Roubaram a capinha do meu celular :(;True;Sem relação;-23.6950321;-46.6490752
4.783618996e+17;Minha mãe vai pegar meu celular de novo agora porque roubaram o dela ai não tem como ela acordar amanhã;True;Sem relação;-23.5179438;-46.3853221
4.780463738e+17;@chaystyles roubaram meu celular e eu nunca tinha postado :( #selenaformmva;True;Sem relação;-23.52014883;-46.48346479
4.638529017e+17;"Caótica a situação em sp; quase roubaram meu celular dentro do carro parado no farol. graças a deus está tudo certo! tks lord!";True;Roubo;-23.4912135;-46.6175761
4.373547625e+17;"Vi mais um advogado sendo lançado de lá. ""roubaram meu celular!""";True;Sem relação;-23.54782173;-46.64054929
5.908267833e+17;Que droga, todas as fotos dele recém nascido tava no outro celular, que fui rouba 😡😡😡;True;Sem relação;-23.6707413;-46.7782918
5.754946222e+17;"""a mesma pessoa que eu fui lá dentro, eu sou aqui fora."" ou seja, ele também rouba aqui fora? #foraluan #bbb15";True;Sem relação;-23.56889514;-46.54221333
4.949852519e+17;Dona dos meus olhares me rouba suspiros e ares até que enfim te achei fui em mts lugares 🎧;True;Sem relação;-23.7601369;-46.7104151
4.90500573e+17;Dona dos meus olhares, me rouba suspiros e ares, até que enfim te achei, fui em muitos lugares, milhares;True;Sem relação;-23.52282318;-46.50566086
4.758406292e+17;Fui em uma quermesse com ele hoje, tava todo feliz comendo seu espetinho quando um cachorro rouba, pensa em um lugar q parou vendo a cena;True;Sem relação;-23.50360143;-46.69460888
4.255047605e+17;Nossa mano , fui brinca ontem com meu primo , falei q ia rouba uma l200 ele me deu um rodo , falo um monte manl '-';True;Sem relação;-23.5904731;-46.6205893
3.895875246e+17;Dona do meus olhares, me rouba suspiros e ares, até que fim te achei fui em muitos lugares, milhares;True;Sem relação;-23.5795845;-46.7736132
3.823335391e+17;"""dona dos meus olhares me rouba suspirosas ares ate que fim te achei fui em muitos lugares...""";True;Sem relação;-23.66238407;-46.77150271
3.539402038e+17;Dona dos meus olhares, me rouba suspiros e ares, ate que enfim te achei fui em muitos lugares, milhares viajam quando vêem a sua boca ...;True;Sem relação;-23.506848;-46.49489759
1.254139058e+18;- me roubaram um sorriso, mas me devolveram dois ❤ em tokyo 東 京 https://t.co/1r5thj61cr;True;Sem relação;-23.54539;-46.64571
1.160660626e+18;"Graças a deus meu time só precisa da sua torcida de ajuda e de mais nada. orgulhosa da sua história! te amo! 
pai, tentei levar os 3 pontos de presente mas me roubaram! em estádio palestra itália https://t.co/htntisox27";True;Sem relação;-23.52752273;-46.67887319
1.093815084e+18;"🙏🏻oração do perdão 

🙏🏻perdôo espontânea e integralmente,( nome) a todos os encarnados e desencarnados que me feriram, me magoaram, me exploraram, me caluniaram, me roubaram, me mataram ou… https://t.co/kl7swmiiqe";True;Sem relação;-23.5568523;-46.4735204
8.116352243e+17;Jardinagem finalizada ... acredita q me roubaram as rosas ? @ studio livre - escola de música https://t.co/yvc22dyvvq;True;Roubo;-23.6575;-46.6944
5.903678922e+17;4 nóias me roubaram hj, um celular, um óculos e quebraram meu fone de ouvido, mas eu tenho como conseguir outros, e eles? qual perspectiva?;True;Roubo;-23.4538927;-46.709301
5.652902321e+17;Se já fui pobre não me lembro, e se já fui rico me roubaram 😤;True;Sem relação;-23.4730431;-46.7132954
5.505330746e+17;Sério.. não sei pq envieo aquela porra de áudio.. vdd.. eu tava bêbada na paulista e quase roubaram meu celular. mas o rô é foda e me ajudou;True;Roubo;-23.555118;-46.6494539
5.494112371e+17;Ae @marinaclaudino_  e @gi_ragusa  me bateram, roubaram minha vodka, me jogaram na chuva e me morderam isso que é amizade 👍👍👍👍👍 tao fudida;True;Sem relação;-23.50196765;-46.70067289
5.225176726e+17;"#rt e #compartilhe

galero, estou compartilhando um status do namorado da minha amiga gabriela que roubaram a... http://t.co/nngl1wtnat";True;Sem relação;-23.55052;-46.633309
4.609443989e+17;@niutuc me roubaram na globo, mo zoado;True;Sem relação;-23.51899545;-46.60336105
4.455557432e+17;Claro, daí a tim manda mensagem que meus créditos vão expirar. que crédito? os que eu não tenho pq vcs me roubaram;True;Sem relação;-23.6364078;-46.603827
4.415738111e+17;"""toda patricinha adora um vagabundo.se fui pobre n me lembro.se fui rico me roubaram....""";True;Sem relação;-23.6453966;-46.7852441
4.279112957e+17;Quando lembro do momento em que roubaram meu celular me sinto tão agoniada, foi horrível! 😩;True;Roubo;-23.48460687;-46.58741632
4.05654224e+17;"O pouco que eu durmi tive pesadelos, fui sequestrada, me roubaram, mataram o love, só coisa relacionada a bandido ;x";True;Sem relação;-23.5443504;-46.7151163
3.763179014e+17;"""famoso anel de falange"" olha eu usava um de coroa que me roubaram, ano passado";True;Sem relação;-23.53876822;-46.66223419
3.525768481e+17;@ohanae3 fia vc n sabe oq aconteceu, chorei mt aquele dia q vc me ligou, roubaram meu anel favorito sabe;True;Sem relação;-23.58576232;-46.55124785
3.275473257e+17;Se fui pobre, eu nao me lembro, se fui rico, me roubaram... meu esporte predileto é o mesmo do romario;True;Sem relação;-23.6760833;-46.6908354
3.121404949e+17;"""me empresta o seu celular?"" ""tô sem crédito"" ""é a cobrar"" ""tá descarregado"" ""eu coloco outra bateria"" ""ahh, esqueci me roubaram ele""";True;Sem relação;-23.66489583;-46.69196912
3.054136573e+17;@divulgayudi é porque me roubaram o ooutro celular, aí eu perdi todos os contato.;True;Roubo;-23.4917427;-46.4289617
3.051722623e+17;Consegui me irritar, roubaram minha.brisa;True;Sem relação;-23.6758897;-46.6594509
2.573265069e+17;@netatende vcs pediram meu cpf. eu informei a vocês. e agora? quero ser reembolso por tudo que vcs me roubaram. pilantragem não. honestidade;True;Sem relação;-23.56706412;-46.65309559
2.525518808e+17;Vou no guarda roupa ver se ela ta lá ou me roubaram pra dar pra demi qq;True;Sem relação;-23.4855611;-46.4275791
2.499921912e+17;@thaihelena bobagem, por esse critério não sobra ninguém. e por tudo o que roubaram deles, não me sinto à altura de julgar. puta torcida.;True;Sem relação;-23.56945986;-46.62258265
2.366494088e+17;Ta me zuando! tem tel ai pra eu te ligar? rt “@reaguiarmello: @reaguiarmello @lizardbr roubaram meu celularzinho lindo...”;True;Sem relação;-23.51659979;-46.69656431
1.894859983e+17;@yaghiyazen bixo domingo me roubaram a prefeitura do congonhas eu fiquei puto! mas vo recuperar;True;Sem relação;-23.56247388;-46.69573277
4.20356215e+17;"Me assaltaram e o ladrão falou ""passa a corrente"" eu disse ""tenha um otimo fds, passe essa msg para todos os seus amigos"" levei um tiro";True;Sem relação;-23.5947677;-46.49240017
8.493667556e+17;"Que legal! hoje roubaram meu iphone 6 plus! 

sabe porque há roubos de celular? porque tem… https://t.co/6xpqzxzlqf";True;Sem relação;-23.5443;-46.6326
5.900112683e+17;Quando roubaram meu celular (que eu nem sei quem foi) eu tinha o backup , hj todas as fotos daquele cel ta no pc;True;Sem relação;-23.5647913;-46.4746437
5.783577607e+17;@onekidrauhlvevo pq roubaram meu celular e tipo tinha tudo la;True;Roubo;-23.5279704;-46.6025358
5.529683418e+17;"Já fui roubada e vcs? #askdirectioner"" foi logo o celular"" tbm roubaram o meu na escola";True;Sem relação;-23.4702172;-46.6809081
5.342873792e+17;Ontem roubaram meu celular.. mas em duas horas eu recuperei rsrs;True;Sem relação;-23.5110356;-46.5514299
5.341509295e+17;@_henr1quee vc não sabe? roubaram meu celular dhiahsiahs to com o da minha mãe agora, só daqui 2 semanas eu volto com o meu;True;Sem relação;-23.52048;-46.5422783
5.265401149e+17;@bizzleafeminado roubaram meu celular socorro #emabiggestfansjustinbieber;True;Roubo;-23.6907342;-46.784644
5.26509058e+17;O quanto estou nervosa e desesperada sem conseguir falar com meu namorado pois roubaram junto no bolo o celular e o computador dele: muito!;True;Roubo;-23.5714156;-46.7053866
4.948832423e+17;Roubaram o carregador do meu celular pq ele sumiu e nunca mais apareceu #mtvhottest justin bieber;True;Sem relação;-23.5481554;-46.4025895
4.903172072e+17;@aboutr4y raaay menina, preciso do seu número de novo. roubaram meu celular  e eu perdi todos os números junto d:;True;Sem relação;-23.69111557;-46.75824021
4.592710335e+17;"Puta que pariu ""@mayrahc: roubaram meu celular.""";True;Roubo;-23.4801699;-46.6691085
4.557815472e+17;Rt @skullblondie que historia é essa que roubaram meu celular? tava na feira do cabelo;True;Sem relação;-23.58446323;-46.54224199
4.486384192e+17;Roubaram meu celular mes passado e tentaram roubar hj... tentaram... usheuaheuaheu;True;Roubo;-23.55033138;-46.62878758
4.384144144e+17;Esqueci minha blusa dd frio roubaram meu lugar no joguinho q eu jogava, chovendo, lugares da quadra td molhados, meu celular vai descarregar;True;Sem relação;-23.5390403;-46.466896
4.319807074e+17;To mandando sms p povo igual o celular que roubaram meu , kra que saudades .;True;Sem relação;-23.65795406;-46.77857355
4.17786147e+17;"""@tudopelagabip: só para avisar, roubaram meu celular.."" pqpppp";True;Roubo;-23.5382565;-46.6751355
4.036830912e+17;@_velopes nossa, mais n eh a 1 vez mor, roubaram várias coisas já, celular, ipod, aparelho móvel, casaco, cinto, dinheiro e agr meu ipad;True;Roubo;-23.66355132;-46.69150188
3.978507733e+17;É que eu fui assaltado e roubaram o meu celular;True;Roubo;-23.63313161;-46.61168562
3.821750899e+17;Quase roubaram meu celular agora, podre!!;True;Assalto;-23.4895417;-46.7324443
3.815097556e+17;Roubaram o celular do meu amigo @obrunoromano no rock in rio ... o filho da puta que roubou é fdp mesmo! bandido;True;Roubo;-23.54435625;-46.66197046
3.257971551e+17;Oi gente... to meio sumida por aqui mas é pq roubaram meu celular, e entrar pelo computador é chato p caramba;True;Sem relação;-23.53256636;-46.48541946
3.087026289e+17;Quase roubaram meu celular hoje :((;True;Roubo;-23.6309696;-46.6994864
3.070590833e+17;Mano sonhei q roubaram meu celular.. hauahauhaua acho q vou deixar ele em casa hoje;True;Sem relação;-23.60032178;-46.57444252
2.955628189e+17;Quando roubaram meu ultimo celular fiquei 1 mês dentro de casa;True;Sem relação;-23.65070765;-46.76079193
2.851204001e+17;Graças a deus mesmo pq. ja roubaram meu celular na porta da escola @mariisavino. mais o que aconteceu?;True;Sem relação;-23.597174;-46.802466
2.678010096e+17;@alfinete_panico todo malandro e roubaram seu celular.kkkkkk devia ter falhado meu nome.. q sou da zl.kkkkk;True;Sem relação;-23.5244866;-46.4772442
2.619976818e+17;"""lendo sms antiga e..."" nada meu, ler sms antiga com qual celular? pq o meu roubaram né .-. mas enfim kk'";True;Sem relação;-23.566511;-46.5065445
2.525429315e+17;@giulia_mcb ain amigaa... complicado . roubaram meu celular na boate ontem... isso me deixou mais triste ainda. n pelo cel.... sim pelo ato;True;Sem relação;-23.5549929;-46.6487172
1.365364429e+17;Uia! bom q garoto tá ok “@janiceascari: nervosa. roubaram celular e $$ do meu filho. felizmente, só bens materiais. cambada de vagabundos.”;True;Sem relação;-23.57524454;-46.6453253
1.257097733e+18;Meus amigos estou fazendo propaganda de dois advogados criminalistas , porque prometi p/ eles que ia fazer isso , e eles me autorizaram a fazer isso. há alguns dias atrás fui vítima de estelionatários na minha conta… https://t.co/jrwn7omhfh;True;Sem relação;-23.5372;-46.65017
4.236037011e+17;Roubaram meu fone hj no metrô. porra um fone !!!!!!!!! tenho certeza q o mlk achou q o celular estava junto. e eu n vi !!! porraaaaaaa;True;Roubo;-23.5253369;-46.5408457
4.192424986e+17;Roubaram o celular do meu pai na paulista na virada do ano.;True;Roubo;-23.5589306;-46.6976825
3.966140877e+17;Ontem duas putas roubaram meu celular e o celular do vadym. elas cobraram 20 reais por cada um pra devolver;True;Sem relação;-23.5088132;-46.58465241
3.71831277e+17;Fui assaltado..roubaram meu celular...isso ai;True;Roubo;-23.53484763;-46.6411589
3.648394046e+17;Hoje faz um mês que roubaram meu celular, 😩😢😰💔📳;True;Sem relação;-23.57505136;-46.53042129
3.625789434e+17;"“@brasils2hayley: ontem no show em são paulo 
abriram minha mochila durante
a apresentação do paramore e 
roubaram meu celular!”";True;Roubo;-23.56747416;-46.64531667
3.512230686e+17;Ainda bem que não roubaram meu celular... to feliz demais por isso.;True;Sem relação;-23.5747076;-46.5392207
3.412831409e+17;Galera não roubaram meu celular não fiquei conversando com um amigo e parei de tuitar. 3-);True;Sem relação;-23.54738675;-46.64975135
3.0477533e+17;@_thamandetta vc tem celular, quebrado mas tem... e o meu q roubaram :/;True;Sem relação;-23.6767292;-46.67885971
2.064971506e+17;"@tiu_don amor, to com outro número, aquele meu celular roubaram :c anota aí (15) 81444455 &lt;3";True;Sem relação;-23.52593001;-46.66958706
2.064112613e+17;@gorodrigogo cuidado que roubaram meu celular ai rsssssssss;True;Sem relação;-23.48986435;-46.42191792
8.023448878e+16;@aliine_oliivera seeeei como eeh! kkkkk, saudades tb t.t  . hey, manda seu celular por dm? eu perdi br odos contatos,pq roubaram meu cel rs;True;Sem relação;-23.5603071;-46.6392161
1.26799477e+18;Aqui minha querida mãe, aqui minha amada avó. já fui vítima do racismo camuflado. aquele tipo light, sabe. risadinhas aqui, uma boca torta ali e... muito obrigada querida... o próximo! você… https://t.co/fhi8okdk6l;True;Sem relação;-23.55;-46.6333
1.096028832e+18;"""minha família!""

e pensar que hoje essa foto poderia ser somente eles sem a minha pessoa.
devido a discriminação que lgbt+ sofrem, eu quase fui uma vítima fatal, se sentir anormal, um… https://t.co/dbatfpjlb8";True;Sem relação;-23.55;-46.6333
9.488937967e+17;Tenho a dizer que fui vítima de estelionato digital, medidor de… https://t.co/65hbnc75dm;True;Sem relação;-23.46195101;-46.60825303
9.116362374e+17;E eu que sempre pego a fi distraída, fui vítima dela dessa vez 😝 #caught #distracted #lunch… https://t.co/lizxndh35x;True;Sem relação;-23.6591187;-46.6916634
8.439898417e+17;Eu fiz minhas escolhas, não fui vítima não! 🙇💭 #tudoposso #thanksgod @ são paulo, brazil https://t.co/1o5itxws1c;True;Sem relação;-23.55;-46.6333
5.908233481e+17;@weelll_silva fui vítima umas 5 vezes já. tive de passar por baixo, mentira.;True;Sem relação;-23.6688878;-46.772861
5.827450589e+17;@marianinha sorte não ter sido vítima... com 10 meses aqui fui assaltado e sai de olho roxo :~;True;Sem relação;-23.59644629;-46.62775051
5.681074176e+17;Depois de muito tempo, fui vítima: cartão de crédito clonado. ai, que ódio;True;Sem relação;-23.5949931;-46.7098792
5.600963475e+17;"@marcinha_pekena @roodiiaas @daniloadv7 @jfersil @thisisjooh1 quadrilha do alopra kkkk. 
só pq sou branco ! fui vitima essa semana .";True;Sem relação;-23.5953132;-46.6884419
4.848933075e+17;@brasil_anatel  a operadora @digaoi  esta cobrando 2,99 dos clientes pré pagos sem autorização eu fui vítima em duas linhas. socorro !!;True;Sem relação;-23.5275239;-46.4737064
4.514657535e+17;Hj fui vítima desta fera... reginaldo pq treinar com profissional fica fácil aprender, valew a atenção… http://t.co/oa21v5zhhe;True;Sem relação;-23.63791641;-46.64052267
4.083157302e+17;@mercadopagobr fui vítima de  estelionatario comprando pelo mercado pago fiz uma reclamação e deram razão pro vendedor. civicbar@uol.com.br;True;Sem relação;-23.69975929;-46.70357818
3.447999772e+17;"Anos atras fui vitima de uma ""manifestação"" onde os ""professores"" chutaram meu carro e me ameaçaram! e nao eram ""professores"" de mma...";True;Sem relação;-23.62209974;-46.7405855
3.310720096e+17;Ontem fui vítima do lucas, ele saiu curtindo todas as fotos dele da carina e do rafa e ainda descurtiu umas la...me ama;True;Sem relação;-23.48273;-46.7140788
3.268560742e+17;"Tudo indica que a @descemais1vodka tem tara por bundas, e hoje euzinho fui a vitima &lt;3 hahahaha";True;Sem relação;-23.531895;-46.465889
3.13669353e+17;Gente ninguem sabe mas eu sou uma ex do rodrigo matter (sim eu fui uma vitima dele);True;Sem relação;-23.69162873;-46.76180539
2.905548072e+17;"Mto boa! rs... “@humorchrisrock: tava chupando uma bala e ela caiu da minha boca sem querer, fui vítima de bala perdida""";True;Sem relação;-23.54520861;-46.6539688
2.902881174e+17;Tava chupando uma bala e ela caiu sem querer ,  fui vítima de bala perdida kkkkkkkkkkkkkkkk';True;Sem relação;-23.4464129;-46.5886965
2.383883682e+17;Nao comprem no @privalia_br, procurem antes no google ”privalia+reclamaçao” e leiam a infinidade de relatos absurdos. eu fui vítima tb...;True;Sem relação;-23.5278192;-46.694274
2.354611759e+17;Fui vitima do tempo seco! mais uma...;True;Sem relação;-23.4791358;-46.5814133
1.427255958e+17;“@nicollezinha1: hoje fui vítima de uma bala perdida. sumiram com o meu halls.”por amor como vc esta em minha gata;True;Sem relação;-23.60625786;-46.65692353
1.300861125e+17;Sensacional como sempre. dessa vez fui vitima do marcio ribeiro. haha. e vlw @danilogentili pelo papo! http://t.co/lr3mrmgy;True;Sem relação;-23.55443777;-46.65616751
1.038672989e+17;Hoje fui vitima do golpe do almoco. cidadao chama p/ almocar num restaurante bacana e na hora da conta diz que esqueceu a carteira.... kkkkk;True;Sem relação;-23.56191875;-46.6600529
9.785966177e+16;Quer dizer, meu autorama tinha até loopings, mas também fui vitima das promessas traumatizantes.;True;Sem relação;-23.54763018;-46.64373451
9.271391639e+16;"""@marcosmion: peraí...o brasil acabou de errar os 4 penaltis??! ou eu fui vitima de uma trollagem da rede globo??!""";True;Sem relação;-23.7392024;-46.70698353
8.279670572e+16;O mundo, as pessoas e a educação. hoje fui vitima da falta de gentileza, custa se educado e gentil. acho que isso custa muito.;True;Sem relação;-23.54286048;-46.65765625
1.509553783e+18;@sccploko @franja_80 torcedor se esquece que ontem ele foi “prejudicado”, mas amanhã ele será “beneficiado”. não tem esquema, preparo, não tem esse negócios de “roubo”, a arbitragem é ruim, amadora. essa conversa só vai mudar, ganhar importância, a partir da profissionalização dos árbitros.;True;Sem relação;-23.58848367;-46.71990426
1.414374817e+18;“aqui não é hollywood mais a cena nóis roubo” 🏹 em prainha branca ( bertioga) https://t.co/u3rlccrs8c;True;Sem relação;-23.5454153;-46.467379
1.412039974e+18;Sempre foi normal, sem roubo eles nunca ganham. em guaianases zona leste https://t.co/mhppf0h6mc;True;Sem relação;-23.50961518;-46.37809336
1.402044863e+18;"Roubo fotos sim, principalmente quando as crianças estão tão lindos assim  é poder da #melanina que fala né!? é beleza demais em uma foto só! 

#negritude 
#blackpower 
#pretinhodopoder 
#família 
#primos 
#pegueinocolo https://t.co/m8t6nfynt2";True;Sem relação;-23.6335;-46.7362
